parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
14045206,5,,,2,4,,,2,,,1656,1656,,,,,6059,1,2,2,460,,6,33648906,-117966966,6200,,,,,,122,261,,60590992.39,25218,1286,,96964,6,,,,,,,1965,1,,85400,845000,2016,759600,9464.58,,,6.0591E+13
10997738,,,,2,4,,8,2,,,1664,1664,,,,,6037,,2,,,,2,34254349,-118300943,12554,,,,,,0100,261,LAR1,60371034,12447,3101,27328,96284,0,,,,1,,,1960,,,66009,311971,2016,245962,3842.7,,,6.0371E+13
17076271,,,,2,4,,,2,,1076,1628,1628,,,1076,,6111,1,2,2,528,,,34284585,-119278695,9147,,,,,,1111,261,,61110020,34543,2061,761211,97081,7,,,,,,,1965,2,,56905,72390,2016,15485,821.06,,,6.111E+13
14314314,,,,4.5,5,,,4.5,,,4171,4171,,,,,6059,1,4,2,582,,,33618402,-117855690,6825,,,,,,122,261,,60590626.44,53571,1286,,96978,6,,1,,,,,1998,1,,647152,1050488,2016,403336,11299.26,,,6.05906E+13
13051508,,,,3,3,,8,3,,,2244,2244,,,,,6037,,3,,,,2,34124717,-117715312,15915,1,,,,1,0101,261,CLRS13000*,60374002.06,30908,3101,764142,96469,0,,,,1,,,1977,,,159105,398402,2016,239297,5014.18,,,6.0374E+13
14203677,,,,2.5,4,,,2.5,,,2096,2096,,,,,6059,,2,2,606,,,33863673,-117729429,4285,,,,,,122,261,,60590219.24,16764,1286,113455,97027,0,,1,,,,,1990,,,245833,342686,2016,96853,3813.46,,,6.05902E+13
10766295,1,,,3,4,,8,3,,,2353,2353,,,,,6037,,3,,,,2,34213777,-118563797,6719,1,,,,1,0101,261,LAR1,60371341.01,12447,3101,27987,96341,0,,,,1,,,1976,,,195128,350031,2016,154903,4333.04,,,6.03713E+13
12512187,,,,3,5,,6,3,,,2869,2869,,,,,6037,,3,,,,2,33804809,-118125546,7824,,,,,,0100,261,LBR1N,60375742.01,46298,3101,273263,96247,0,,,,1,,,1952,,,208088,255173,2016,47085,3217.23,,,6.03757E+13
11190461,1,,,3,5,,8,3,,,2655,2655,,,,,6037,,3,,,,2,34600539,-118172986,7952,,,,,,0100,261,LCA22*,60379102.07,40227,3101,,97329,0,,,,1,,,1992,,,248518,273843,2016,25325,4405.35,,,6.03791E+13
17298681,,,,2.5,3,,,2.5,,790,1582,1582,,,790,,6111,1,2,2,422,,,34184512,-118754632,3479,,,,,,1111,261,,61110074.05,53655,2061,,96393,6,,1,,,,,1986,2,,217000,620000,2016,403000,7958.78,,,6.11101E+13
10960050,1,,,2,1,,8,2,,,690,690,,,,,6037,,2,,,,2,34156000,-118345000,39642,1,,,,1,010E,266,BUR3*,60373116,396054,3101,265889,96437,0,,,,1,,,1985,,,122134,309650,2016,187516,3362.41,,,6.03731E+13
12841868,,,,2,4,,6,2,,,1152,1152,,,,,6037,,2,,,,7,33971570,-117902758,6126,,,,,,0100,261,LCA106,60374087.22,22827,3101,,96492,0,,,,1,,,1961,,,89245,139109,2016,49864,1963.27,,,6.03741E+13
12793536,,,,2,3,,4,2,,,1000,1000,,,,,6037,,2,,,,7,33933011,-118030772,6312,,,,,,0100,261,LCRA06,60375032.01,118225,3101,,96172,0,,,,1,,,1953,,,28606,66347,2016,37741,1079.48,,,6.0375E+13
11586463,,,,3,4,,6,3,,,2435,2435,,,,,6037,,3,,,,7,34007916,-118468060,6425,,,,,,0100,261,SMR1*,60377022.02,26964,3101,,96152,0,,,,1,,,1940,,,233504,767385,2016,533881,9389.92,,,6.0377E+13
11579028,,,,2,2,,7,2,,,1024,1024,,,,,6037,,2,,,,,34033500,-118484000,27504,,,,,,010E,266,SMR2*,60377016.01,26964,3101,,96150,0,,,,1,,,1958,,,144663,677237,2016,532574,8198.2,,,6.0377E+13
14301849,,,,2,3,,,2,,,1484,1484,,,,,6059,,2,2,460,TRUE,,33696661,-117780516,5080,,,1,,,122,261,,60590525.26,52650,1286,273611,96941,6,,,,,,,1972,1,,92582,550904,2016,458322,5708.46,,,6.05905E+13
13927072,,,,2,3,,,2,,,1736,1736,,,,,6059,1,2,2,410,,,33794928,-118083599,7700,1,,,,1,122,261,,60591100.06,46314,1286,,96218,7,,,,,,,1959,1,,104036,368816,2016,264780,4364.06,,,6.05911E+13
17215677,,,,3,5,,,3,,1393,2380,2380,,,1393,,6111,1,3,2,664,,,34224308,-118884990,19442,1,420,,,1,1111,261,,61110063.01,34278,2061,,96383,9,,,,,230,,1977,2,,318422,468479,2016,150057,5191.48,,,6.11101E+13
17173381,,,,2,4,,,2,,1000,1400,1400,,,1000,,6111,,2,2,0,,,34157118,-119192557,6000,,,,,,1111,261,,61110042,47198,2061,,97109,6,,,,,,,1956,1,,130967,374627,2016,243660,4333.24,,,6.111E+13
12084821,,,,1,3,,4,1,,,1000,1000,,,,,6037,,1,,,,7,34129492,-118233857,5613,,,,,,0100,261,LAR1,60371861,12447,3101,273825,96046,0,,,,1,,,1956,,,100083,500428,2016,400345,5999.7,,,6.03719E+13
14326379,,,,4.5,2,,,4.5,,,4031,4031,,,,,6059,,4,2,593,TRUE,,33604668,-117813163,12166,1,,,1,,122,261,,60590626.44,40009,1286,,96975,0,,1,,,,,1999,,,700696,1971741,2016,1271045,25328.1,,,6.05906E+13
12051784,,,,1,2,,5,1,,,676,676,,,,,6037,,1,,,,7,34175713,-118289972,5375,,,,,,0100,261,GLR1,60373015.02,45457,3101,273868,96320,0,,,,1,,,1923,,,5125,136052,2016,130927,1476.96,,,6.0373E+13
11223670,,,,0,0,,,,,,420,420,,,,,6037,,,,,,,34535004,-117902395,109345,,,,,,0100,261,LCA25*,60379100.02,13232,3101,,97331,0,,,,1,,,1956,,,10798,36023,2016,25225,491.07,,,6.03791E+13
14094746,5,,,3,5,,,3,,,2411,2411,,,,,6059,1,3,2,441,,6,33782337,-118033136,6000,,,,,,122,261,,60591100.05,24832,1286,,97052,7,,,,,,,1964,1,,128899,562121,2016,433222,7087.4,Y,15,6.05911E+13
12435694,,,,1,3,,4,1,,,1567,1567,,,,,6037,,1,,,,7,33826464,-118106584,5380,,,,,,0100,261,LBR1N,60375737,46298,3101,276606,96242,0,,,,1,,,1953,,,65500,96538,2016,31038,1312.25,,,6.03757E+13
14485907,,,,1.5,2,,,1.5,,,1078,1078,,,,,6059,1,1,1,264,,,33616705,-117640628,2503,,,,,,122,261,,60590320.37,12773,1286,,96996,5,,1,,,,,1972,1,,43904,81017,2016,37113,767.72,,,6.05903E+13
13937979,,,,3,4,,,3,,,1829,1829,,,,,6059,,3,2,449,,,33792429,-117811448,7325,,,,,,122,261,,60590219.13,33252,1286,,97067,6,,,,,,,1963,2,,95526,267494,2016,171968,3037.88,,,6.05902E+13
14389074,13,,,4.5,5,,,4.5,,,5037,5037,,,,,6059,2,4,2,573,,,33571634,-117686230,16800,,,,,,122,261,,60590423.33,25458,1286,,96971,8,,1,,,,,1977,2,,450721,1032471,2016,581750,10584.96,,,6.05904E+13
11803334,,,,3,4,,6,3,,,2267,2267,,,,,6037,,3,,,,2,34035011,-118204980,6729,,,,,,0100,261,LAR2,60372043,12447,3101,113886,96014,0,,,,1,,,1913,,,139382,326192,2016,186810,4050.66,,,6.0372E+13
11390033,,,,2,2,,6,2,,,1689,1689,,,,,6037,,2,,,,7,33982874,-118346490,8100,,,,,,0100,261,LAR1,60372351,12447,3101,115729,96024,0,,,,1,,,1940,,,72828,289985,2016,217157,3842.97,,,6.03724E+13
11062328,1,,,4,3,,8,4,,,3034,3034,,,,,6037,,4,,,,2,34233066,-118507347,17999,1,,,,1,0101,261,LARA,60371151.01,12447,3101,33183,96355,0,,,,1,,,1952,,,336566,593291,2016,256725,7273.9,,,6.03712E+13
14605216,11,7,,1,2,,,1,,,816,816,,,,,6059,,1,1,0,,7,33696000,-117881000,,1,,,,1,34,266,,60590740.06,47568,1286,,97007,5,,,6,,,,1972,2,,49655,224000,2016,174345,2841.02,,,6.05907E+13
12871733,1,,,3,3,,8,3,,,1778,1778,,,,,6037,,3,,,,2,34089329,-117734068,3922,,,,,,010D,269,POAP*,60374021.01,20008,3101,,96507,0,,,,1,,,1991,,,139866,195566,2016,55700,2483.83,,,6.0374E+13
12624441,,,,2,2,,8,2,,,1032,1032,,,,,6037,,2,,,,7,33783900,-118298000,64341,1,,,,1,010C,266,LAR3,60372944.21,12447,3101,38888,96210,0,,,,1,,,1979,,,93397,145337,2016,51940,1868.9,,,6.03729E+13
12818430,,,,2,3,,6,2,,,1625,1625,,,,,6037,,2,,,,2,34020097,-117983367,6210,,,,,,0100,261,LCA106,60374084.01,45602,3101,,96489,0,,,,1,,,1956,,,88150,206421,2016,118271,2614.44,,,6.03741E+13
14179532,13,,,2.5,3,,,2.5,,,1407,1407,,,,,6059,,2,2,462,,,33887985,-117857328,1573,,,,,,122,261,,60590117.1,26531,1286,,97068,6,,1,,,,,1972,2,,119277,188729,2016,69452,2679.5,,,6.05901E+13
11654804,1,,,3,3,,7,3,,,2853,2853,,,,,6037,,3,,,,2,34123652,-118423376,60962,1,,,,1,0103,261,LARE40,60372611.02,12447,3101,113749,96086,0,,,,1,,,1967,,,394500,2801500,2016,2407000,33747.49,,,6.03726E+13
10786307,1,,,2,3,,6,2,,,1765,1765,,,,,6037,,2,,,,2,34189994,-118560962,7491,,,,,,0100,261,LAR1,60371349.01,12447,3101,47950,96364,0,,,,1,,,1956,,,185297,543689,2016,358392,6648.49,,,6.03713E+13
14179007,,,,2,3,,,2,,,1240,1240,,,,,6059,,2,2,418,,,33867761,-117858297,5000,,,,,,122,261,,60590117.22,16764,1286,274765,97025,6,,,,,,,1971,1,,92198,202108,2016,109910,2541.28,,,6.05901E+13
13101494,1,,,3,4,,8,3,,,2972,2972,,,,,6037,,3,,,,2,33983512,-117853565,11032,1,,,,1,0104,261,LCRPD10000,60374033.04,24384,3101,,96522,0,,,,1,,,1981,,,297206,495338,2016,198132,5885.03,,,6.0374E+13
12650778,,,,3,5,,4,3,,,2830,,,2830,,,6037,,3,,,,7,34034843,-118268270,5002,,,,,,0300,247,LAR2,60372240.2,12447,3101,54300,96221,0,,,,3,,,1957,,,172711,252230,2016,79519,3161.99,,,6.0373E+13
11174012,1,,,3,2,,6,3,,,1216,1216,,,,,6037,,3,,,,2,34486300,-118620000,299162,1,,,,1,010C,266,LCRPD90006,60379201.16,10734,3101,,96398,0,,,,1,,,1984,,,96005,122484,2016,26479,1929.57,,,6.03792E+13
11056491,,,,2,4,,8,2,,,1734,1734,,,,,6037,,2,,,,2,34258570,-118492322,7113,1,,,,1,0101,261,LARS,60371114,12447,3101,31817,96370,0,,,,1,,,1957,,,116511,175231,2016,58720,2278.97,,,6.03711E+13
11692926,,,,4,4,,9,4,,,3369,3369,,,,,6037,,4,,,,2,34073482,-118486832,11196,1,,,,1,0101,261,LARE15,60372623.03,12447,3101,113910,96030,0,,,,1,,,1959,,,706962,3085688,2016,2378726,37163.44,,,6.03726E+13
12313208,,,,1,3,,4,1,,,1395,1395,,,,,6037,,1,,,,7,33937955,-118184558,5381,,,,,,0100,261,SGR1*,60375361.03,47762,3101,,96125,0,,,,1,,,1939,,,105312,343795,2016,238483,7621.8,Y,14,6.03754E+13
12745635,,,,1,0,,6,1,,,477,477,,,,,6037,,1,,,,7,33903447,-118106104,143120,,,,,,010C,266,NOR3-20U*,60375519.01,53636,3101,,96193,0,,,,1,,,1976,,,63961,79949,2016,15988,1298.62,,,6.03755E+13
12418171,,,,2,3,,6,2,,,1631,1631,,,,,6037,,2,,,,2,33862747,-118104159,5721,,,,,,0100,261,CERS5000,60375545.21,10774,3101,,96206,0,,,,1,,,1969,,,136320,350542,2016,214222,4219.26,,,6.03755E+13
12356650,,,,3,3,,,3,,,1604,,,1604,,,6037,,3,,,,,33984839,-118177557,7058,,,,,,0300,247,MYR3YY,60375337.03,32753,3101,,96119,0,,,,3,,,1923,,,28469,60455,2016,31986,1304.41,,,6.03753E+13
12286991,,,,1,3,,8,1,,,1770,1770,,,,,6037,,1,,,,7,33892438,-118211772,8140,,,,,,0100,261,CORL*,60375424.01,24174,3101,,96091,0,,,,1,,,1926,,,117000,319000,2016,202000,5598.97,,,6.03754E+13
13859061,,,,3.5,3,,,3.5,,,3055,3055,,,,,6059,,3,1,380,,,33669211,-118015028,3200,,,,,,122,261,,60590993.1,25218,1286,,96966,0,,1,,,,,1993,,,340100,630169,2016,290069,7126.84,,,6.0591E+13
12477568,1,,,3,3,,8,3,,,1435,1435,,,,,6037,,3,,,,2,33872400,-118148000,19623,,,,,,010C,266,BFR2*,60375543.02,44116,3101,,96208,0,,,,1,,,1989,,,146247,216249,2016,70002,2807.38,,,6.03755E+13
14612534,,,,2,3,,,2,,,1381,1381,,,,,6059,,2,2,0,,,33601300,-117746000,,,,,,,34,266,,60590626.49,46098,1286,,96963,0,,,,,,,1980,,,230021,317864,2016,87843,3176.9,,,6.05906E+13
12641994,1,,,3,2,,8,3,,,1307,1307,,,,,6037,,3,,,,2,33761319,-118305402,258059,1,,,,1,010D,269,LARD2,60372951.03,12447,3101,54300,96222,0,,,,1,,,1976,,,193023,445279,2016,252256,5374.47,,,6.0373E+13
14060962,,,,2.5,4,,,2.5,,,1528,1528,,,,,6059,,2,2,400,,,33696786,-117959022,7210,,,,,,122,261,,60590992.32,8384,1286,,97008,6,,1,,,,,1964,1,,92651,674961,2016,582310,7426.7,,,6.0591E+13
12228095,,,,1,3,,4,1,,,982,982,,,,,6037,,1,,,,7,33942573,-118268038,4753,,,,,,0100,261,LAR2,60372406,12447,3101,268496,95984,0,,,,1,,,1955,,,92302,260660,2016,168358,3344.32,,,6.03724E+13
14063736,,,,3,5,,,3,,,3105,3105,,,,,6059,2,3,2,559,,,33687362,-117978423,9500,,,,,,122,261,,60590992.31,8384,1286,,97008,9,,,,,,,1975,2,,184973,831324,2016,646351,9158.5,,,6.0591E+13
14033799,,,,2,4,,,2,,,1815,1815,,,,,6059,1,2,2,410,,,33726171,-117927948,7200,,,,,,122,261,,60590992.26,8384,1286,,97008,8,,,,,,,1965,2,,109902,363801,2016,253899,4273.06,,,6.0591E+13
17164159,,,,2.5,3,,,2.5,,725,1750,1750,,,725,,6111,1,2,2,0,,,34193091,-119193064,,,,,,,1129,266,,61110086,13150,2061,,97101,7,,1,,,,,1992,2,,126333,361398,2016,235065,4380.92,,,6.11101E+13
14413830,,,,3.5,3,,,3.5,,,4191,4191,,,,,6059,,3,2,505,,,33532219,-117710530,13400,,,,,,122,261,,60590423.19,25459,1286,,96987,0,,1,,,,,2003,,,501740,1160369,2016,658629,11760.84,,,6.05904E+13
12482439,,,,1,2,,4,1,,,815,815,,,,,6037,,1,,,,7,33858492,-118136602,5130,,,,,,0100,261,LKR1YY,60375708,12292,3101,,96212,0,,,,1,,,1950,,,36634,57733,2016,21099,960.29,,,6.03757E+13
14383653,13,,,2,3,,,2,,,1240,1240,,,,,6059,,2,0,0,,1,33604552,-117719386,2351,,,,,,122,261,,60590626.41,37086,1286,,96974,6,,,,,,,1970,1,,76887,220338,2016,143451,2289.02,,,6.05906E+13
11624439,1,,,3,2,,9,3,,,2422,2422,,,,,6037,,3,,,,2,34056700,-118412000,589265,,,,,,010C,266,LAR4,60372679.01,12447,3101,114246,96048,0,,,,1,,,1989,,,285082,458421,2016,173339,5552.78,,,6.03727E+13
12904209,,,,2,4,,4,2,,,1656,1656,,,,,6037,,2,,,,7,34110946,-117811266,6842,,,,,,0100,261,SDMFD*,60374013.11,33836,3101,,96513,0,,,,1,,,1949,,,155703,205314,2016,49611,2715.8,,,6.0374E+13
11068824,1,,,5,5,,9,5,,,3967,3967,,,,,6037,,5,,,,2,34299045,-118577223,9922,1,,,,1,010D,269,LARE11,60371082.02,12447,3101,275078,96356,0,,,,1,,,2005,,,744287,1229236,2016,484949,14933.25,,,6.03711E+13
10731286,1,,,2,3,,8,2,,,1618,1618,,,,,6037,,2,,,,2,34182314,-118620687,26818,,,,,,0100,261,LARA,60371351.02,12447,3101,48570,96389,0,,,,1,,,1955,,,54858,97914,2016,43056,1404.92,,,6.03714E+13
10899352,1,,,3,2,,7,3,,,1510,1510,,,,,6037,,3,,,,2,34161400,-118377000,,,,,,,010C,266,LAR4,60371254.01,12447,3101,46795,96446,0,,,,1,,,2008,,,229502,393644,2016,164142,4793.48,,,6.03713E+13
10886774,1,,,2,3,,6,2,,,1557,1557,,,,,6037,,2,,,,2,34183220,-118416968,8201,1,,,,1,0101,261,LAR1,60371236.01,12447,3101,268548,96410,0,,,,1,,,1936,,,188663,403302,2016,214639,4889.13,,,6.03712E+13
14727163,,,,1,2,,,1,,,900,900,,,,,6059,,1,2,0,,,33799600,-118066000,,,,,,,34,266,,60591100.14,46314,1286,,96218,0,,,,,,,1983,,,98832,176284,2016,77452,2171.04,,,6.05911E+13
14030868,,,,3,3,,,3,,,2156,2156,,,,,6059,,3,2,493,,,33719505,-117969152,7680,,,,,,122,261,,60590992.24,8384,1286,,97008,7,,,,,,,1965,2,,81270,101548,2016,20278,1348,,,6.0591E+13
13889856,,,,2,2,,,2,,,1422,1422,,,,,6059,,2,2,476,,,33597772,-117884148,2800,,,,,,122,261,,60590628,53571,1286,,96979,6,,,,,,,1955,1,,85526,993029,2016,907503,11857.14,,,6.05906E+13
11678735,,,,3,3,,8,3,,,1490,1490,,,,,6037,,3,,,,7,34037675,-118619404,1534,,,,,,010E,266,LCR303,60378005.06,12520,3101,,96116,0,,,,1,,,1963,,,673097,2226399,2016,1553302,26645.12,,,6.0378E+13
17284705,,,,3,5,,,3,66,1551,2637,2637,,,1551,,6111,1,3,2,661,,,34167730,-118828271,8112,1,456,,,1,1111,261,,61110072.02,34278,2061,,96385,8,,,,,288,,1978,2,,466000,920000,2016,454000,9862.04,,,6.11101E+13
13118622,,,,0,0,,,,,,1248,1248,,,,,6037,,,,,,,34417484,-118451944,,,,,,,070P,263,,60379200.38,54311,3101,37739,96401,0,,,,,,,1988,,,,,2016,,225.35,,,
11694117,,,,1,2,,5,1,,,1170,1170,,,,,6037,,1,,,,,33995561,-118251925,5371,,,,,,0100,261,LAR2,60372287.1,12447,3101,268496,95992,0,,,,1,,,1911,,,30282,135209,2016,104927,1779.92,,,6.03723E+13
10999097,,,,2,3,,6,2,,,1498,1498,,,,,6037,,2,,,,7,34255370,-118310748,6572,,,,,,0100,261,LAR1,60371034,12447,3101,27328,96282,0,,,,1,,,1948,,,211358,408498,2016,197140,5017.35,,,6.0371E+13
13949875,,,,1,2,,,1,,,900,900,,,,,6059,,1,2,441,,,33760348,-117971269,1842,,,,,,122,261,,60590889.01,24832,1286,,97051,5,,,,,,,1973,1,,62857,247721,2016,184864,3224.64,,,6.05909E+13
12158055,,,,2,3,,4,2,,,1284,1284,,,,,6037,,2,,,,7,34191025,-118163420,9319,,,,,,0100,261,LCR175,60374610,30187,3101,,96265,0,,,,1,,,1925,,,29666,148358,2016,118692,2109.06,,,6.03746E+13
12865810,1,,,2,4,,8,2,,,1912,1912,,,,,6037,,2,,,,2,34115529,-117708254,9795,1,,,,1,0101,261,CLRS10000*,60374018,30908,3101,764135,96469,0,,,,1,,,1966,,,78060,90042,2016,11982,1565.22,,,6.0374E+13
12871299,,,,2,3,,4,2,,,1068,1068,,,,,6037,,2,,,,2,34084929,-117728235,7364,,,,,,0100,261,POR17200*,60374021.01,20008,3101,,96507,0,,,,1,,,1956,,,76238,159096,2016,82858,2072.01,,,6.0374E+13
14755456,,,,2.5,3,,,2.5,,,2141,2141,,,,,6059,,2,2,0,,,33566266,-117698789,,,,,,,1,266,,60590423.35,25459,1286,,96987,0,,1,,,,,2007,,,287804,765000,2016,477196,7756.04,,,6.05904E+13
12687376,,,,3,2,,8,3,,,1834,1834,,,,,6037,,3,,,,7,33775790,-118419261,7712,,,,,,0100,261,PVR1*,60376703.28,33311,3101,,96121,0,,,,1,,,1948,,,54648,126902,2016,72254,2552.28,Y,14,6.03767E+13
11139807,1,,,3,4,,8,3,,,2376,2376,,,,,6037,,3,,,,2,34376867,-118534086,9843,,,,,,0100,261,SCUR2,60379203.12,54311,3101,26134,96352,0,,,,1,,,1974,,,166288,332576,2016,166288,4534.58,,,6.03792E+13
12343956,,,,1,2,,4,1,,,755,755,,,,,6037,,1,,,,7,33898029,-118122567,8187,,,,,,0100,261,BFR1*,60375541.01,44116,3101,,96208,0,,,,1,,,1946,,,64242,185715,2016,121473,2353.02,,,6.03755E+13
13040838,,,,2,3,,6,2,,,1400,1400,,,,,6037,,2,,,,2,34111674,-117837065,7517,,,,,,0100,261,GDR1,60374012.02,33836,3101,,96485,0,,,,1,,,1973,,,146810,382932,2016,236122,4719.01,,,6.0374E+13
12478371,1,,,2,3,,6,2,,,1431,1431,,,,,6037,,2,,,,2,33870367,-118110731,6023,,,,,,0100,261,BFR1*,60375544.06,44116,3101,,96208,0,,,,1,,,1958,,,52864,75619,2016,22755,1159.19,,,6.03755E+13
12859858,1,,,2,3,,8,2,,,1820,1820,,,,,6037,,2,,,,2,33989695,-117824194,8535,,,,,,0100,261,LCR110000*,60374033.23,24384,3101,,96505,0,,,,1,,,1970,,,82931,106510,2016,23579,1571.37,,,6.0374E+13
14596599,,,,1,1,,,1,,,608,608,,,,,6059,,1,1,0,,,33446600,-117599000,,,,,,,34,266,,60590421.09,13693,1286,,96982,0,,,,,,,1986,,,72050,230000,2016,157950,2343.72,,,6.05904E+13
14315696,,,,3,3,,,3,,,3213,3213,,,,,6059,,3,2,462,,,33604877,-117865540,12320,1,,,,1,122,261,,60590626.42,53571,1286,28119,96957,7,,,,,,,1962,2,,243966,2954000,2016,2710034,31277.76,,,6.05906E+13
12757354,1,,,3,4,,6,3,,,1578,1578,,,,,6037,,3,,,,2,33895212,-118105878,6496,1,,,,1,0101,261,NOR15000*,60375530,53636,3101,,96193,0,,,,1,,,1954,,,155931,366413,2016,210482,4703.73,,,6.03755E+13
12956406,,,,0,0,,,,,,,,,,,,6037,,,,,,,34046915,-117883565,19997,,,,,,010V,260,WCR140000&,60374080.05,14542,3101,,96524,0,,,,,,,,,,762000,1762420,2016,1000420,19720.38,,,
11187134,1,,,2,4,,7,2,,,2363,2363,,,,,6037,,2,,,,2,34619306,-118196273,12201,1,,,,1,0101,261,PDRP,60379102.1,40227,3101,,97329,0,,,,1,,,2005,,,298400,382000,2016,83600,5786.61,,,6.03791E+13
11802837,,,,3,3,,4,3,,,2622,,,2622,,,6037,,3,,,,,34037297,-118217584,5782,,,,,,0200,246,LARD1.5,60372046,12447,3101,113886,96004,0,,,,2,,,1908,,,110528,328311,2016,217783,4166.84,Y,13,6.0372E+13
11975807,,,,2,3,,5,2,,,1251,1251,,,,,6037,,2,,,,7,34124830,-118183335,5399,,,,,,0100,261,LAR1,60371831.01,12447,3101,115609,96023,0,,,,1,,,1921,,,41175,205896,2016,164721,2498.43,,,6.03718E+13
11888688,,,,4,6,,11,4,,,4863,4863,,,,,6037,,4,,,,2,34131402,-118125440,18301,1,,,,1,0101,261,PSR2,60374635,47019,3101,275405,96294,0,,,,1,,,1927,,,144334,267958,2016,123624,3519.19,,,6.03746E+13
13989196,,,,2,3,,,2,,,1352,1352,,,,,6059,,2,1,399,,,33827734,-117967842,7300,1,,,,1,122,261,,60590870.02,16764,1286,118872,97023,6,,,,,,,1955,1,,80513,284979,2016,204466,3403.22,,,6.05909E+13
14248920,,,,1,1,,,1,,,492,,,,,492,6059,,1,,,,,33767296,-117848806,42462,,,,,,122,261,,60590754.04,47568,1286,,97005,12,,,,,,,1947,1,,60357,112085,2016,51728,1560.36,,,6.05908E+13
11731913,,,,1,2,,4,1,,,1472,1472,,,,,6037,,1,,,,7,34033807,-118287401,5871,,,,,,0100,261,LARD1.5,60372217.1,12447,3101,268540,95988,0,,,,1,,,1901,,,24014,283435,2016,259421,3491.31,,,6.03722E+13
14055767,5,,,2.5,4,,,2.5,,,1698,1698,,,,,6059,1,2,2,589,,6,33673202,-117975777,6000,,,,,,122,261,,60590992.46,25218,1286,,96964,7,,1,,,,,1972,2,,132383,402733,2016,270350,4675.46,,,6.0591E+13
14234610,,,,2,3,,,2,,,1059,1059,,,,,6059,,2,1,399,,,33801769,-117822056,6240,,,,,,122,261,,60590758.15,33252,1286,,97065,5,,,,,,,1956,2,,48093,368711,2016,320618,4083.96,,,6.05908E+13
12775093,,,,2,4,,6,2,,,1276,1276,,,,,6037,,2,,,,7,34011832,-118075320,5912,,,,,,0100,261,PRSF*,60375004.04,26483,3101,,96197,0,,,,1,,,1950,,,119730,322470,2016,202740,4260.32,,,6.0375E+13
168040318,,,,2.5,3,,,2.5,,,1738,1738,,,,,6059,,2,2,0,,,33525974,-117621817,,,,,,,1,266,,60590320.61,,1286,,,0,,1,,,,,2014,,,247673,585881,2016,338208,9326.14,,,
11453993,,,,2,2,,8,2,,,1080,1080,,,,,6037,,2,,,,2,33979600,-118372000,30472,1,,,,1,010C,266,LCR3*,60377030.02,116042,3101,,96037,0,,,,1,,,1969,,,120141,164512,2016,44371,2375.49,,,6.0377E+13
12714400,,,,3,5,,7,3,,,3323,3323,,,,,6037,,3,,,,2,33756805,-118401356,12000,,,,,,0100,261,RPRAIA,60376704.16,54053,3101,,96122,0,,,,1,,,1972,,,156529,235488,2016,78959,2947.2,,,6.03767E+13
11419727,,,,3,5,,6,3,,,2712,2712,,,,,6037,,3,,,,2,33906671,-118353623,6150,,,,,,0100,261,HAR1YY,60376024.02,42150,3101,224568,96107,0,,,,1,,,1926,,,181002,391738,2016,210736,5126.92,,,6.0376E+13
11935400,,,,3,2,,4,3,,,1487,,,1487,,,6037,,3,,,,,34070478,-118257656,7761,,,,,,0200,246,LARD3,60371975,12447,3101,268134,96007,0,,,,2,,,1914,,,186395,621318,2016,434923,7575.24,,,6.0372E+13
12835919,,,,3,5,,6,3,,,1856,,,1856,,,6037,,3,,,,7,34016934,-117946970,7320,,,,,,0200,246,LPR2*,60374077.02,39306,3101,,96488,0,,,,2,,,1992,,,162584,177465,2016,14881,2459.89,,,6.03741E+13
12005730,,,,0,0,3,6,,,,4018,,,4018,,,6037,,,,,,,34083681,-118302112,4498,,,,,,1200,47,LAC2,60371916.1,12447,3101,32059,96010,0,,,,,,,1923,1,,203050,913725,2016,710675,11178.85,,,
11933810,13,,,0,0,3,6,,,,17764,,,17764,,,6037,,,,,,,34082358,-118271021,19080,,,,,,1200,47,LAC2,60371956,12447,3101,268473,96007,0,,,,,,,1984,1,,547278,1083847,2016,536569,14535.08,Y,14,
17115441,,,,1,2,,,1,,853,853,853,,,853,,6111,,1,2,0,,,34263789,-119196103,2178,,,,,,1129,266,,61110015.06,34543,2061,,97083,4,,,,,,,1978,1,,112309,224618,2016,112309,2354.6,,,6.111E+13
