merchant,time,amount_usd_in_cents
82897075ed,2034-09-10 06:09:36,26458
4f65280858,2033-06-07 19:20:03,9420
4eb2882fd5,2033-11-07 01:07:22,87592
04e0e5fd73,2033-10-04 00:52:59,8711
512aee0d8a,2034-01-20 17:33:05,3270
5608f200cf,2034-08-26 20:06:16,776
faac2e6c7b,2034-12-09 00:24:43,5684
f84983f2be,2034-11-04 17:01:13,16126
d26e4cd2d1,2034-07-01 13:05:00,4107
a11809a647,2034-07-21 16:38:34,10540
8637529709,2034-08-06 04:34:16,8192
a8894196b2,2034-12-05 22:18:14,19397
3317a99c8e,2033-12-15 18:07:42,4969
a8a2dbc40e,2033-12-16 08:53:17,6411
2e363fb57b,2034-04-03 04:42:27,963
fcbd1dae68,2034-01-25 11:48:18,12457
e0b65260bd,2034-08-08 03:30:46,11476
0c1a5da60c,2034-07-30 17:47:49,17548
7943be02d1,2034-10-10 23:08:26,19984
faa5190de9,2034-03-14 20:29:48,6533
64a4b88755,2033-07-02 09:19:34,2977
71a3c03fc8,2034-06-12 22:25:38,5355
2a6f295cc2,2033-05-05 19:30:32,91481
4ec0b84264,2033-12-02 09:46:06,1774
98f900df3a,2034-09-24 17:06:02,51703
bf82bfb0f4,2034-11-28 02:09:19,10305
bf82bfb0f4,2034-06-21 19:46:41,9288
b919ddecd3,2034-05-10 14:07:33,3125
8b65d03580,2033-09-25 23:25:44,3293
09b0864a3a,2034-04-14 18:09:11,8284
85d854dba6,2034-01-22 18:36:05,7312
673f364af6,2034-11-25 01:35:17,28801
c4ae785287,2034-05-30 19:52:57,73986
5093116f12,2034-06-23 13:47:34,21399
d8f1191c22,2034-04-28 19:15:30,15406
d32eef7b99,2034-01-15 06:53:08,18763
6780e36062,2034-04-28 19:41:04,35640
1ad9d7e350,2033-05-12 00:50:28,4123
266b2b9d84,2034-07-03 21:10:12,16704
30bfb965e2,2034-11-28 23:21:41,2327
266b2b9d84,2034-11-24 07:31:18,11476
55244515a3,2033-05-09 14:30:45,1167
5615114a9c,2034-10-16 13:53:11,8156
914a6b5357,2034-08-10 20:48:52,4247
b0276c5ff2,2034-12-04 15:46:13,4468
71c244bd28,2034-09-30 14:46:56,9014
039fb73850,2034-10-03 03:37:07,9279
22fc61c69b,2034-11-09 15:41:02,5520
15276e9757,2033-02-08 21:16:34,6072
16acd8f383,2034-09-16 15:18:46,1412
5cc3ae7cca,2034-04-10 16:04:48,391551
2f56fb05ee,2034-02-01 18:09:30,10481
c2c5878233,2033-07-15 03:47:40,4864
4a9d4b8c98,2033-11-05 18:38:37,2671
4647d230cc,2034-04-29 21:20:21,4504
a036580e79,2033-12-19 10:09:20,8899
163e36112b,2034-11-20 22:48:32,23622
ad2ed5c666,2034-06-19 11:20:36,1032
4a3ef02b07,2034-11-16 19:44:32,235875
ce54c1ba8f,2034-09-05 11:52:27,29673
9ef93cf9e4,2033-11-12 16:01:08,6904
1d090efffe,2034-01-19 14:59:11,76794
a11809a647,2034-12-29 00:50:04,6101
011a39857d,2034-11-22 00:13:35,7835
c08d566691,2034-12-06 19:32:25,5479
dae7bbc23a,2034-12-02 10:54:09,3396
eb772f6014,2034-06-24 04:13:18,6894
9c67ca2464,2034-03-21 05:43:28,20785
93c247a1fc,2034-06-12 03:57:28,4558
c5b09bf41e,2034-04-20 22:45:54,180248
e1b986a6ee,2033-10-23 10:35:06,681
793668c448,2034-04-19 12:52:29,16603
6ac49784a8,2033-03-15 15:52:23,2287
a9cbacdc97,2034-08-17 19:36:55,3922
78639fbae7,2034-04-05 04:23:05,1840
cfce0196a9,2034-04-02 01:50:52,41733
63e83de47e,2034-08-07 02:23:58,895
aa8de35c86,2034-10-06 20:14:02,2926
005e8bb6fb,2033-07-24 21:41:39,8006
654930c922,2033-01-12 15:46:14,4736
53b3fbeae2,2034-01-26 23:48:31,6529
9ff8b6fd9b,2034-11-27 17:12:18,3831
db9d91a89d,2034-12-16 22:28:56,17355
5134ac7db1,2034-11-05 23:37:47,2378
4ec0b84264,2034-01-13 17:51:29,3455
5608f200cf,2034-03-15 13:36:44,820
7edb35aee8,2034-12-17 20:53:09,59672
82897075ed,2034-02-05 06:05:15,772
51de14940a,2034-01-27 19:22:53,7200
642ddfac5f,2034-06-04 02:07:26,2515
99879d2736,2033-10-06 15:45:03,3269
2c955da84b,2034-09-29 03:07:09,4566
5608f200cf,2034-04-10 21:42:48,738
67a4c6d711,2034-11-16 00:31:19,2927
fab127db68,2034-11-15 02:59:02,10088
be622d1367,2034-12-02 14:44:04,9547
45f149ff56,2034-07-27 18:23:05,1879
937902ee46,2034-09-25 17:05:26,84925
648f3de168,2033-04-15 21:54:51,1290
5bf384b7bb,2034-10-27 10:03:09,2745
f43d4197d3,2034-08-27 23:00:03,291999
24a929eaac,2034-10-25 06:18:52,3868
1cc450bf24,2034-10-26 19:22:19,2666
2445deea28,2034-03-09 19:24:02,9816
8ddaf82b3d,2034-07-05 19:56:13,4120
1c8b539073,2033-08-01 20:23:34,2101
55244515a3,2034-07-11 23:13:55,6357
1b12725cfb,2034-09-01 14:57:28,8767
4ec0b84264,2034-03-13 11:34:31,4662
d4bd3b35c3,2034-04-17 01:02:04,8325
17876e32c5,2034-11-19 09:50:44,7595
5608f200cf,2033-12-10 08:15:16,754
d64d27b68e,2034-11-23 18:28:33,20943
4ec0b84264,2034-08-17 14:26:00,2909
4d75086b91,2034-01-24 01:13:25,8665
5fbf895deb,2034-06-22 18:51:26,11436
7a89db5c26,2034-12-18 21:13:31,7920
36745cc693,2033-05-10 22:34:15,1154
2a84aa68eb,2034-09-08 22:45:51,8336
01ccc9e43b,2034-05-04 13:25:23,7275
15a27f4bb1,2034-11-18 04:15:43,4143
ce61387781,2033-07-25 13:40:39,36052
a57a6c6d75,2034-12-05 23:47:05,11380
5a90fc9d7b,2034-11-26 00:12:11,3724
7e5d56439b,2033-12-24 00:27:56,10697
e46c51f94e,2034-10-05 19:59:56,18490
d2f35619e8,2034-03-06 17:57:23,3705
1cf2fb39a8,2034-02-16 06:08:15,4485
a24fd25fb3,2034-09-28 11:34:43,36758
326c344c9f,2033-12-02 22:01:59,9929
46f0bf1cc3,2033-03-13 11:14:17,89925
bcbfcded45,2034-11-11 18:23:04,3474
0d6cf3f065,2034-10-24 19:50:00,741
f11b4c8100,2034-12-23 00:27:06,4924
8d561c94d9,2033-11-10 21:18:10,5804
f11205719b,2034-05-05 06:12:11,8898
7dc2f76f3c,2034-07-21 03:39:07,2760
9d1b72571f,2034-11-25 03:14:40,5136
b1d8bb80ab,2033-11-03 19:38:24,2133
aa4d0eb6ac,2034-09-24 14:03:05,10333
4a7b88e2c0,2034-08-26 14:36:25,6397
7e696e1b23,2034-11-29 01:21:15,19472
9a6ff0aafe,2034-01-15 20:27:19,34131
70527f1994,2034-11-07 23:10:33,3890
cb3d984ec1,2034-01-09 15:04:16,1666
66dc9d43be,2034-09-30 22:01:21,9487
348af23da0,2034-03-25 08:16:54,285325
f80e505e59,2034-08-04 16:33:35,2968
22fc61c69b,2034-10-21 15:20:21,3106
8dce239d00,2034-08-27 12:11:55,13366
6044a863a1,2034-11-08 11:01:58,8392
554a9ad55b,2034-05-11 22:48:01,16953
39748f9678,2034-01-20 03:11:43,11704
5a7410d1fe,2034-10-08 19:47:36,69579
8c7fd43542,2034-10-03 21:20:08,188126
c7ba9d4168,2033-11-29 05:53:01,2804
71a3c03fc8,2034-11-21 03:01:16,6914
5134ac7db1,2033-07-10 01:47:30,4124
e24f3f86d4,2034-03-28 15:05:23,1014
65f0553dfb,2034-04-10 17:40:38,1942
a0b24c1d33,2033-03-25 00:22:33,5949
de04c77052,2034-04-23 21:44:43,6022
681836a496,2034-06-24 06:29:17,2654
ee0e287095,2033-12-11 21:36:27,7667
935ce2e420,2034-06-07 00:09:12,3280
b3e2db83fe,2034-10-18 17:00:01,9858
f48d9d6764,2034-06-05 22:25:10,13251
f0613788a6,2034-12-05 13:44:36,8324
2e921dc241,2034-02-03 20:35:11,4849
cfb88771bc,2034-04-17 23:46:27,3516
65f0553dfb,2034-10-12 17:58:23,1129
cb55dd7aeb,2033-07-28 11:16:42,24624
d6a339ccfa,2034-12-08 20:21:44,2996
2a6f295cc2,2033-05-17 15:53:56,3561
d3db8e56ed,2034-10-11 04:02:17,17734
8ddaf82b3d,2034-04-20 20:33:32,3820
de9e4801de,2034-03-14 17:11:05,2816
b0d8201ee3,2034-11-18 21:30:23,7597
7e5d56439b,2034-03-16 23:50:47,8625
39748f9678,2034-03-26 00:00:00,4004
8848bb5538,2034-07-20 20:54:12,2340
a5b8ee457a,2033-11-18 03:56:28,11839
1ddaea9838,2034-07-12 14:23:37,901
1ddaea9838,2033-09-16 15:57:48,55607
82897075ed,2033-11-19 15:07:22,29358
27cf9ce381,2034-07-20 17:34:53,48980
78639fbae7,2033-06-17 15:21:15,4056
f25ab019d2,2034-07-30 22:23:41,27216
fbe0b8094e,2034-11-17 00:41:17,3258
18da26c984,2034-03-23 18:18:29,98904
c152c5d868,2034-08-10 06:36:22,20549
a4ae5bbbca,2034-05-31 14:52:34,1636
3ee378c358,2034-10-21 03:05:36,789
1b4560775f,2034-11-27 14:39:26,7688
1d528c3c4b,2034-11-28 22:51:32,8307
4f65280858,2033-12-31 18:38:00,9676
0b229d996f,2034-06-13 17:52:55,3953
d67e55c1cc,2033-09-24 03:11:31,3801
79a2281a3b,2034-08-21 05:08:21,292
cab9aa5607,2033-11-07 21:31:53,15271
17bed86e22,2034-11-24 21:15:52,6768
8ddaf82b3d,2034-03-18 01:24:52,6319
da95397f18,2034-12-13 00:54:11,5370
a9f00c4b46,2033-08-30 22:01:50,3353
03547ec91d,2034-10-20 22:18:08,4242
387f774123,2034-03-04 05:00:23,10342
ff068b115a,2034-07-12 13:09:29,53165
7b2d0fddcb,2034-10-06 01:58:53,12523
0c14bda5db,2034-09-13 17:27:11,5919
da25391727,2034-08-29 03:18:28,10287
c9d589ce6b,2034-04-29 15:32:33,325763
00575c7901,2034-12-11 01:25:06,5146
ba05f75c98,2033-05-06 15:41:33,13010
a5305123a9,2033-04-01 23:03:19,4293
6aca09947a,2034-05-27 04:44:50,4026
b8a9e64299,2034-05-24 13:15:38,987
64fa9b16be,2034-02-04 03:50:20,1918
96f61c5017,2033-08-12 16:41:19,1093
74da462e37,2034-05-03 04:36:19,3122
24b0f775f4,2033-04-29 02:41:31,15933
9341f7eea7,2033-12-30 21:54:32,11036
5635ab06c7,2034-06-17 03:53:15,6030
207cc1c4a7,2034-07-08 19:51:17,2450
9de44dfcde,2034-02-11 00:52:12,11036
207cc1c4a7,2033-10-13 15:27:04,9946
b8ed17045f,2033-12-03 20:19:10,8162
7783a876c4,2033-08-03 05:44:51,9977
9d1b72571f,2033-08-03 02:01:30,21029
784a91a58b,2034-04-30 21:01:50,6752
6f673c20ec,2033-08-07 16:03:32,6573
f34f52462f,2034-03-17 19:27:32,21412
06fe79e266,2034-06-30 15:09:47,2683
53cbaaddf1,2033-09-18 09:55:44,29997
8ee3c7963a,2034-07-31 14:39:23,32852
ff2221ba77,2034-06-21 23:26:49,9056
8dce239d00,2034-07-29 02:08:07,7642
1e26f9d71a,2034-11-15 23:13:31,25579
554a9ad55b,2034-04-19 17:10:40,10540
670d61f7f8,2034-07-18 16:56:00,142022
5608f200cf,2034-06-01 03:38:36,818
5973d29f69,2033-04-06 01:56:42,22365
a7a7c20ea8,2034-06-07 21:24:08,8840
37e5fc9e76,2034-06-18 11:41:40,3439
9bd39dbbc3,2034-04-18 13:07:07,5319
539847dd6a,2033-09-02 15:44:05,4734
a901bb63a5,2033-03-03 00:05:01,7649
3f5e43943b,2034-12-03 10:18:11,175474
eea455b95a,2034-12-06 23:07:27,4053
0042aadfdf,2034-03-17 22:43:28,2439
a44ab6859d,2033-12-02 21:52:27,2960
3cc77ac046,2034-08-25 19:12:39,14111
a4ae5bbbca,2034-01-24 18:12:49,2229
081cba096f,2034-10-23 20:24:12,34297
2d1f4646ad,2034-10-20 17:49:06,9243
dc6d278f8a,2034-08-26 15:44:07,39297
d64d27b68e,2034-11-30 18:32:59,3975
03bf1b16b5,2034-12-16 01:41:19,7504
5608f200cf,2034-10-27 05:06:50,757
d099b797e4,2034-10-27 18:03:43,4957
5c61bf3002,2034-06-11 01:59:05,156951
e85ceae5fc,2034-10-19 23:30:31,991
ab3249c808,2034-02-22 19:05:06,22514
b5184dc979,2034-12-28 17:50:26,17112
80649e9ceb,2034-11-28 04:05:11,10769
38dc1e2016,2034-10-17 20:37:58,7530
251be3c55e,2034-08-02 03:22:01,5279
ffa96a4f57,2034-08-14 19:57:15,65313
62937187ce,2034-04-29 16:13:06,1540
79f690f16a,2034-11-30 20:14:10,3130
bf82bfb0f4,2033-07-07 16:34:11,3582
6aca09947a,2034-06-12 03:08:09,4153
ad2b82d7dd,2034-11-03 13:43:24,165558
4254114817,2033-07-25 04:30:11,828
e5a42490c3,2033-12-31 16:46:17,37930
2e363fb57b,2034-11-26 23:29:11,877
8dfaffc1bd,2034-12-15 18:31:43,13181
1e26f9d71a,2034-12-13 12:15:26,6901
4ba3bb514e,2034-12-22 17:30:35,11494
7ebe98c24a,2034-01-30 22:38:24,2765
85be6b21a9,2034-05-29 21:40:49,56649
9944838ac4,2034-12-29 05:17:59,7904
7c52ca226f,2033-07-16 21:35:41,637
de04c77052,2033-07-17 22:49:34,1661
34042a00ee,2034-11-15 15:14:37,15935
8076e9094d,2034-04-03 20:08:40,2401
7cc864c4a4,2033-11-07 02:42:31,5303
6032e301e1,2034-05-18 13:48:10,5716
1071d8be34,2034-08-29 17:19:28,921
e161a75254,2034-10-04 12:41:36,47986
ba672b3bcf,2033-09-20 21:14:57,476
8a45479c4c,2034-03-20 17:56:35,82608
ffb94e1865,2034-11-26 23:00:27,12286
64a4b88755,2033-08-09 20:10:57,4771
3dcf438e54,2034-02-21 00:50:02,1786
65f0553dfb,2033-11-18 21:34:04,1044
0fe3891876,2034-09-21 21:14:32,2681
ffb94e1865,2034-12-06 17:46:02,4168
88fd58fbec,2034-11-20 17:01:09,179058
8540e77529,2034-11-25 15:49:21,29245
7783a876c4,2033-05-01 01:00:04,21864
4b683b2bc5,2034-07-19 05:42:29,48019
80acb5d32c,2033-12-15 02:27:02,10651
8b15da3ecd,2034-10-05 21:11:07,18961
654930c922,2033-01-12 23:31:09,82145
65f0553dfb,2034-05-08 20:17:43,1085
43d16a67bf,2033-02-24 00:11:21,21174
c152c5d868,2034-05-01 05:56:45,15266
9224dda31d,2034-09-19 20:06:04,8899
f361991d7c,2034-07-13 16:13:48,9958
54fbffef25,2034-10-24 16:07:13,41835
d5bc2a0791,2033-11-17 19:06:15,2453
95608458e9,2033-08-16 21:32:34,34153
5729c5e542,2034-09-13 00:32:16,3680
c957214997,2034-01-15 19:25:44,20211
005e8bb6fb,2034-07-05 14:16:12,39607
d7103eb93e,2034-10-01 22:15:54,1339
a44ab6859d,2034-11-09 00:10:24,56903
64a4b88755,2034-01-31 21:34:26,18892
94d0fce6f5,2034-12-15 08:56:47,13561
ac4f45133d,2034-10-01 00:39:23,923
66d7a5262b,2034-10-04 12:51:27,2231
ffa96a4f57,2034-08-01 20:30:37,62219
f65da4a25a,2034-10-06 11:43:03,10100
3317a99c8e,2034-05-16 16:17:00,24165
44ee3ec72c,2034-10-21 04:52:14,47347
29343d5bb3,2033-06-08 21:12:48,8079
bcc24336e5,2034-09-01 11:51:06,8723
64a4b88755,2033-10-30 23:00:09,25144
cf6e6d2fd1,2033-08-26 10:33:41,2218
99d8111fab,2034-06-19 22:35:16,31956
644f4b8914,2033-06-18 19:55:35,8246
dbd615f993,2034-12-03 00:29:25,5014
7adfb52eb6,2033-11-22 05:00:43,5140
4647d230cc,2034-03-16 15:08:26,7271
d397df2aea,2033-10-17 17:57:32,19549
6ac49784a8,2033-06-23 13:06:14,1631
db9fbc1b01,2034-12-18 13:07:29,7747
ff86f631bd,2034-10-14 19:34:23,6983
aa6830e7e9,2034-05-04 21:06:36,2711
82897075ed,2034-09-23 00:40:18,30833
878047f4b9,2033-01-06 22:32:03,2490
b5989fcabc,2034-08-22 21:19:22,29915
3135d020cc,2034-12-20 17:42:19,5760
716841ca95,2034-07-02 04:29:31,2273
c033696d53,2034-06-18 20:49:13,8305
bfa8caf84d,2034-12-09 00:19:18,4160
962bd7e68c,2034-11-21 01:00:42,2157
c5ab5cb719,2034-05-23 17:50:48,6893
3de2d329b1,2034-11-03 13:38:54,6033
60b4e0e245,2033-07-18 12:39:57,5158
648f3de168,2033-05-07 23:22:05,1736
6780e36062,2033-10-21 16:55:56,12022
dfabb4eb2d,2034-08-02 15:37:11,1951
14d4bbfee8,2034-02-13 22:53:59,4420
71e4e4add4,2034-05-12 21:39:44,455
40eadcbad9,2034-03-16 13:03:14,19734
d0411e6732,2034-10-17 22:18:36,7183
02c9bf7fcd,2033-09-28 02:00:32,9045
bef3c6dbc0,2033-08-24 16:44:19,37570
4ec0b84264,2034-03-10 19:45:53,1897
8def055c22,2034-07-05 04:59:31,10795
b8ed17045f,2033-09-14 16:29:37,8804
695de2b108,2034-12-24 01:04:54,3759
ff8c9abfb8,2033-12-28 04:44:42,738
de04c77052,2034-11-21 02:39:45,4322
44143d3e36,2034-02-11 04:18:05,7891
c3a4367072,2034-07-25 00:57:11,1455
b8a9e64299,2034-05-20 15:53:34,753
d0726cd09d,2034-11-22 20:09:16,2776
78639fbae7,2034-01-20 19:33:21,13019
644f4b8914,2033-09-08 08:24:37,13695
53b3fbeae2,2034-11-10 02:17:40,4092
c3b26a62ff,2034-12-07 19:43:54,1527
4473409963,2034-07-07 16:28:42,34018
62ceabdaaa,2034-06-08 04:43:32,5603
2d99c2f0b3,2034-01-30 07:15:30,664
1a3769d3f8,2034-11-28 00:20:52,17481
b8a9e64299,2034-05-25 13:06:59,987
46f9cb5127,2034-06-19 17:31:04,18827
3cd0cb3167,2034-11-10 03:27:58,3897
d087d4c321,2034-11-26 23:30:32,6540
95b1f8ad28,2034-12-17 05:02:43,11109
ed3eb30dfb,2033-12-09 03:36:27,1598
53cbaaddf1,2033-12-18 08:01:45,4893
d6fe440e06,2034-02-04 21:45:55,786
5b2135a02b,2034-05-04 23:58:26,25400
3889007434,2033-10-07 23:02:29,17319
c55aa09955,2034-06-22 15:54:40,2626
fe392a5203,2034-09-29 21:11:44,8650
1e1edc486a,2034-02-09 00:17:12,811
2aaba9f539,2034-03-28 22:54:32,566
f5a67dbae6,2034-08-31 20:22:18,7231
c5b09bf41e,2034-01-30 01:08:17,47260
a036580e79,2034-06-01 08:11:27,16794
fc92bb6b23,2034-08-02 23:07:09,12513
a971359704,2034-08-18 02:01:55,10205
bea4f2641d,2034-09-05 00:20:44,242
062de5273b,2034-01-18 22:01:45,4387
4a7b88e2c0,2034-05-24 21:49:15,1656
53b3fbeae2,2034-12-28 03:02:41,7849
9d414b2db6,2034-09-21 23:58:42,4680
648f3de168,2033-04-04 22:40:17,1736
5608f200cf,2034-09-11 05:37:05,738
171fd8521e,2034-07-22 21:52:06,9329
348af23da0,2033-03-26 02:52:04,13888
bdebc6831e,2034-07-09 02:03:14,23939
07c91f9cc7,2034-02-19 07:42:15,845
375d36823a,2033-07-29 01:37:13,17999
2b7e01b4f6,2034-05-20 17:26:55,3653
b36f195561,2034-11-08 00:24:28,23476
913696f5ff,2034-07-11 01:21:51,13410
d2f35619e8,2034-02-06 16:27:23,958
207cc1c4a7,2034-07-14 21:52:45,2803
d3589849b2,2033-12-30 02:40:56,2435
f97ede3cf9,2034-09-14 19:37:11,1901
7219380a16,2034-09-09 13:21:18,33032
9be04e6fcf,2034-04-04 13:53:35,3459
4ae5fd7f79,2034-12-25 04:01:30,31569
b648c0fe8f,2034-08-15 20:39:13,12760
fc80e720b7,2034-03-06 16:56:52,30786
2342a8e3e6,2033-10-08 02:57:42,20686
53b3fbeae2,2034-05-06 23:05:17,3359
2df55449f2,2033-10-15 05:45:45,8503
27a4ea8e5d,2034-10-16 23:10:48,2529
44ee3ec72c,2034-10-21 03:40:01,48743
09b0864a3a,2034-04-24 22:28:35,3379
92ef21a275,2033-05-12 00:26:37,4155
cdc34ea030,2034-12-07 15:55:03,75814
93711f0256,2034-08-13 05:40:20,804
9a7ced22b8,2034-01-05 20:55:17,16424
869b09d247,2033-12-14 08:57:24,13914
32acddd6cc,2034-06-24 09:07:53,3944
54970468a0,2034-03-29 20:54:39,24423
1ddaea9838,2034-11-19 10:24:18,982
2129c73af1,2034-10-14 02:47:29,36413
ed69a54784,2034-02-22 23:13:48,2848
97b4ed6d7b,2034-11-14 03:38:27,6423
2e363fb57b,2034-08-03 19:54:40,877
6044a863a1,2034-10-31 20:35:54,8263
ee0e287095,2034-11-28 20:57:23,14351
09e1c644f6,2034-10-22 01:14:42,9682
646b9ead76,2034-11-01 15:45:08,685
b8ed17045f,2034-01-24 18:49:08,3886
4028bebe52,2033-12-16 04:15:22,3152
71a3c03fc8,2034-08-15 17:09:04,15491
8ddaf82b3d,2033-11-22 01:31:34,6419
eacb2beef9,2034-11-29 14:28:07,2347
98f900df3a,2034-07-27 23:15:04,168828
554a9ad55b,2034-11-19 00:29:54,3143
4148bc2090,2033-12-28 17:58:54,3469
207cc1c4a7,2034-02-26 20:59:20,3482
db6026c80b,2034-02-28 13:42:59,170014
793344d149,2034-08-10 23:42:24,9828
b919ddecd3,2034-05-19 19:54:51,5116
32cd721943,2033-01-21 23:04:13,5504
77a7c41fce,2034-06-12 16:13:18,109208
48fd353830,2034-09-14 18:14:37,5085
1ddaea9838,2033-08-03 16:08:26,1928
1c8e841132,2034-07-21 19:38:35,1972
07cabcb557,2034-08-11 23:26:26,2031
0d126dad44,2034-04-24 16:27:14,6407
0587f9bbc5,2034-08-13 01:06:48,3789
5608f200cf,2034-05-30 20:48:22,786
33285883bc,2034-02-11 16:32:59,1466
fb617fb1cb,2034-06-16 11:48:17,16395
8316d97627,2033-12-22 17:21:08,82229
4b683b2bc5,2034-09-09 20:37:37,11634
ee0e287095,2034-12-15 14:16:43,4385
4c3a879f61,2033-11-02 18:15:35,1086
00575c7901,2034-08-18 14:34:38,2883
0b258d808c,2034-02-10 06:54:52,155765
53cbaaddf1,2033-05-27 08:30:47,19014
44ee3ec72c,2034-10-21 04:57:35,27166
784a91a58b,2034-08-22 18:32:27,2802
699c31ec79,2034-05-15 01:42:36,1197
99cd7cf61e,2034-12-18 19:02:27,37484
fe9d5f8130,2034-10-08 01:44:36,4949
4ec0b84264,2034-04-02 13:07:00,4662
207cc1c4a7,2034-06-07 19:54:47,6433
a1cc24024b,2034-07-02 01:02:07,2566
0b88f468ca,2034-09-17 23:46:44,4067
82897075ed,2034-09-23 12:28:51,29358
c80a0359e7,2033-04-15 20:12:18,18100
7dc2f76f3c,2034-08-28 23:16:46,3206
4b683b2bc5,2034-12-10 23:50:38,5135
856e044726,2034-07-20 10:42:37,61012
5608f200cf,2033-12-02 18:45:06,820
91ae16f64c,2034-01-24 11:37:27,20694
670d61f7f8,2034-12-14 18:23:39,10034
37e5fc9e76,2034-05-07 10:49:32,1944
4ce8c2bdbd,2033-11-17 18:22:58,3462
0c8449b643,2033-11-11 15:04:01,2370
00575c7901,2034-09-10 20:30:28,14633
fa634928a7,2034-10-01 19:20:47,6620
7ff2a42a35,2034-12-01 16:24:12,53876
0b88f468ca,2034-06-02 23:36:19,4995
89e2d29885,2033-04-18 15:04:45,630
c1fb011b3a,2034-06-17 15:32:54,9739
92ef21a275,2033-04-13 20:23:45,15442
da915e055e,2033-07-26 17:44:22,26955
5134ac7db1,2033-07-01 01:15:12,4193
43961e7e66,2033-10-12 18:45:16,6887
89e2d29885,2033-09-13 20:05:03,539
cee08a5acf,2033-04-20 16:07:08,4106
ab700009c5,2033-09-12 16:34:15,2920
a8ff2d667e,2033-12-04 14:29:05,5639
5738d05f16,2033-08-04 00:56:23,10738
82897075ed,2034-09-01 09:12:28,23516
e53c9543bc,2033-12-24 16:45:32,3652
7ebe98c24a,2034-05-27 08:17:13,6302
881d8e9b27,2034-02-27 05:07:36,8513
65b29c4fe6,2033-08-05 16:09:09,63689
7feae79fa9,2034-06-17 02:40:24,2927
1eed79cde3,2034-10-26 18:51:12,8528
a15e98ab87,2033-06-28 18:22:11,1482
b9714b8e1b,2033-04-14 19:03:37,2768
b3aea0e440,2034-06-17 22:00:11,12451
554a9ad55b,2034-03-24 02:39:37,12674
53cbaaddf1,2033-09-09 07:23:42,5152
cc4d93a4a8,2034-10-20 14:08:49,1723
fe1cb2e840,2034-07-04 10:31:24,6522
c30d95b6d3,2034-04-21 21:32:44,5204
2c2c731ef8,2034-12-19 16:37:25,13589
276847973e,2034-03-11 02:29:58,2337
c30d95b6d3,2034-04-19 22:11:06,6296
a3aec6c9f9,2034-08-27 21:22:23,1632
987b8c2bee,2034-12-04 18:16:09,5700
644f4b8914,2034-05-29 15:42:14,8465
a0b9c26a98,2034-08-22 16:24:02,4655
c3ae625cc2,2034-08-02 06:46:36,671341
9fe3707299,2033-10-01 22:44:50,7469
4200aa86bf,2034-05-28 19:45:28,6380
35dede6301,2034-12-08 17:37:24,39469
64a4b88755,2034-05-09 02:17:59,8252
cdde3aa781,2034-10-02 22:27:01,9583
29b0ac2c4c,2034-07-17 00:53:54,38747
4647d230cc,2034-01-07 00:39:55,6343
b35ec89e7d,2033-12-28 06:06:13,2504
f3a7696f65,2034-02-11 14:58:32,8468
4928e8e4dc,2034-07-25 20:49:02,89090
7e2777daef,2034-07-13 02:37:24,10732
fe1cb2e840,2034-11-26 09:41:55,2690
faa029c6b0,2034-03-31 14:27:50,13120
4364be7c9c,2034-12-27 22:27:36,8082
78639fbae7,2033-07-11 16:22:54,15487
4f65280858,2034-09-28 14:44:40,5990
65f0553dfb,2034-08-30 20:12:01,1818
31ddb15367,2034-06-23 06:24:55,3164
24b0f775f4,2033-06-17 17:10:23,12548
1021b46076,2033-09-17 04:12:10,3471
4647d230cc,2034-06-12 03:07:30,18637
005e8bb6fb,2034-08-09 16:58:59,10991
1576fcba87,2034-09-25 19:45:26,9711
a468b616eb,2034-12-21 01:43:36,17316
4647d230cc,2033-11-04 20:57:07,24778
51fa990c7b,2034-10-24 17:21:15,3524
d5999526ad,2034-05-31 18:10:04,7694
89e2d29885,2033-08-24 00:48:35,1287
c3a4367072,2034-09-19 22:45:29,4901
900e274cff,2034-09-21 17:41:16,13319
eff0a1ef00,2034-09-27 20:12:47,9319
9dbb05646e,2034-11-17 04:10:03,7909
78639fbae7,2033-12-18 00:34:18,6523
a11809a647,2034-02-03 19:55:07,14622
7dec23ac8f,2033-12-06 19:55:53,116617
2577b37ba1,2034-09-16 00:02:02,4255
02c9bf7fcd,2034-10-10 01:25:14,6664
312e90b32f,2034-03-16 16:55:00,5364
720f4ec706,2034-11-26 03:31:28,9707
554a9ad55b,2033-12-21 23:46:41,9415
bf15756f8d,2033-06-01 19:42:29,7155
195b8405e7,2034-01-15 01:05:21,1756
09f82bb296,2034-03-29 20:32:30,31805
db9443182f,2034-12-02 02:27:39,4811
bd4f988545,2034-05-05 15:10:02,9199
44ee3ec72c,2034-10-21 06:11:04,47841
681836a496,2034-06-24 22:06:34,8059
6fa93189d6,2034-05-12 13:39:58,1133
0b3b179a82,2034-09-19 06:26:37,6836
654930c922,2033-01-12 09:05:13,15935
d5bc2a0791,2034-04-18 20:48:36,3227
c809a3649a,2034-06-13 00:00:24,27462
6630b17eec,2033-04-17 17:28:25,11387
f591f18a05,2034-09-01 19:46:46,5679
62ce128258,2034-10-12 17:48:50,1471
7e5d56439b,2034-11-09 22:02:54,10162
43d225d081,2034-10-05 10:26:53,20985
24b0f775f4,2034-11-13 15:53:37,2233
4647d230cc,2033-11-05 19:40:47,40793
