parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
11139272,1.0,,,2.0,3.0,,6.0,2.0,,,2132.0,2132.0,,,,,6037.0,,2.0,,,,2.0,34373959.0,-118533904.0,13475.0,1.0,,,,1.0,0101,261.0,SCUR2,60379203.122002,54311.0,3101.0,26134.0,96352.0,0.0,,,,1.0,,,1964.0,,,127133.0,150457.0,2016.0,23324.0,2528.02,,,60379203122002.0
11413424,,,,2.0,2.0,,6.0,2.0,,,1379.0,1379.0,,,,,6037.0,,2.0,,,,7.0,33933169.0,-118328824.0,6016.0,,,,,,0100,261.0,INR2YY,60376020.042016,45888.0,3101.0,,96135.0,0.0,,,,1.0,,,1949.0,,,37459.0,57108.0,2016.0,19649.0,1007.89,,,60376020042016.0
14472306,,,,2.5,2.0,,,2.5,,,1615.0,1615.0,,,,,6059.0,,2.0,2.0,468.0,,,33581142.0,-117646182.0,1820.0,,,,,,122,261.0,,60590320.39201,12773.0,1286.0,,96996.0,0.0,,1.0,,,,,1992.0,,,183626.0,514042.0,2016.0,330416.0,5106.88,,,60590320392010.0
17168529,,,,2.0,3.0,,,2.0,,1058.0,1250.0,1250.0,,,1058.0,,6111.0,,2.0,2.0,441.0,,,34158307.0,-119178981.0,6000.0,,,,,,1111,261.0,,61110045.051006,13150.0,2061.0,,97104.0,6.0,,,,,,,1957.0,1.0,,94946.0,271280.0,2016.0,176334.0,3075.52,,,61110045051006.0
10922751,,,,2.0,5.0,,4.0,2.0,,,1812.0,,,1812.0,,,6037.0,,2.0,,,,7.0,34215486.0,-118354336.0,9721.0,,,,,,0200,246.0,LAR1,60371222.002003,12447.0,3101.0,41131.0,96375.0,0.0,,,,2.0,,,1956.0,,,111408.0,371361.0,2016.0,259953.0,4541.54,,,60371222002003.0
14590827,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33708500.0,-117756000.0,,,,,,,1,261.0,,60590524.172006,52650.0,1286.0,276486.0,96954.0,0.0,,,,,,,,,,12126.0,178111.0,2016.0,165985.0,1926.62,,,60590524183002.0
10745866,1.0,,,5.0,3.0,,7.0,5.0,,,4017.0,4017.0,,,,,6037.0,,5.0,,,,2.0,34162035.0,-118783615.0,17035.0,1.0,,,,1.0,010D,269.0,AHRPD11.6U,60378003.322,9840.0,3101.0,,96336.0,0.0,,,,1.0,,,1988.0,,,541514.0,850626.0,2016.0,309112.0,9867.52,,,60378003322000.0
17086500,,,,3.0,4.0,,,3.0,,1842.0,1842.0,1842.0,,,1842.0,,6111.0,1.0,3.0,2.0,460.0,,,34282249.0,-119225432.0,7868.0,1.0,350.0,,,1.0,1111,261.0,,61110018.003007,34543.0,2061.0,,97083.0,6.0,,,,,600.0,,1976.0,1.0,,106553.0,126431.0,2016.0,19878.0,1384.14,,,61110018003007.0
12183434,,,,1.0,2.0,,,1.0,,,980.0,980.0,,,,,6037.0,,1.0,,,,7.0,33986224.0,-118278793.0,5207.0,,,,,,0100,261.0,LAR2,60372392.013005,12447.0,3101.0,268496.0,95984.0,0.0,,,,1.0,,,1914.0,,,36034.0,92722.0,2016.0,56688.0,1262.1,,,60372392013005.0
11208367,1.0,,,2.0,4.0,,8.0,2.0,,,1498.0,1498.0,,,,,6037.0,,2.0,,,,2.0,34585322.0,-118058826.0,6593.0,,,,,,0100,261.0,LCA11*,60379106.013014,40227.0,3101.0,,97328.0,0.0,,,,1.0,,,1992.0,,,141300.0,207000.0,2016.0,65700.0,3446.21,,,60379106013014.0
12710749,,,,2.0,3.0,,8.0,2.0,,,1434.0,1434.0,,,,,6037.0,,2.0,,,,2.0,33780089.0,-118400716.0,7353.0,,,,,,0100,261.0,RPRS10000*,60376704.131007,54053.0,3101.0,,96122.0,0.0,,,,1.0,,,1962.0,,,122191.0,610978.0,2016.0,488787.0,7212.84,,,60376704131007.0
12502261,,,,2.0,1.0,,8.0,2.0,,,753.0,753.0,,,,,6037.0,,2.0,,,,2.0,33813800.0,-118186000.0,49143.0,,,,,,010C,266.0,LBR34,60375722.011,46298.0,3101.0,275067.0,96241.0,0.0,,,,1.0,,,1982.0,,,135535.0,213201.0,2016.0,77666.0,2649.74,,,60375722011000.0
11841758,1.0,,,4.0,5.0,,8.0,4.0,,,2861.0,2861.0,,,,,6037.0,,4.0,,,,2.0,34068903.0,-118126002.0,8304.0,,,,,,0100,261.0,MPR2YY,60374817.132002,6021.0,3101.0,,96496.0,0.0,,,,1.0,,,1939.0,,,262215.0,286215.0,2016.0,24000.0,3788.97,,,60374817132002.0
12970135,,,,1.0,2.0,,4.0,1.0,,,999.0,999.0,,,,,6037.0,,1.0,,,,7.0,34134251.0,-117972066.0,6399.0,,,,,,0100,261.0,DUR16500*,60374301.013011,24435.0,3101.0,,96270.0,0.0,,,,1.0,,,1949.0,,,40556.0,177185.0,2016.0,136629.0,2610.74,,,60374301013011.0
11480509,,,,2.0,3.0,,6.0,2.0,,,1505.0,1505.0,,,,,6037.0,,2.0,,,,7.0,33923373.0,-118364379.0,5711.0,,,,,,0100,261.0,HAR1YY,60376021.063,42150.0,3101.0,,96107.0,0.0,,,,1.0,,,1947.0,,,171909.0,548705.0,2016.0,376796.0,7048.98,,,60376021063000.0
10775576,,,,2.0,3.0,,6.0,2.0,,,1094.0,1094.0,,,,,6037.0,,2.0,,,,7.0,34206294.0,-118538759.0,6759.0,,,,,,0100,261.0,LAR1,60371310.201003,12447.0,3101.0,40548.0,96364.0,0.0,,,,1.0,,,1952.0,,,102517.0,411106.0,2016.0,308589.0,5033.19,,,60371310201003.0
14355830,,,,2.5,3.0,,,2.5,,,2417.0,2417.0,,,,,6059.0,,2.0,2.0,428.0,,,33711803.0,-117744024.0,4084.0,,,,,,1,261.0,,60590524.262052,52650.0,1286.0,403197.0,96954.0,0.0,,1.0,,,,,2014.0,,,408950.0,988460.0,2016.0,579510.0,14476.3,,,60590524173014.0
12716985,,,,1.0,3.0,,6.0,1.0,,,1395.0,1395.0,,,,,6037.0,,1.0,,,,7.0,33953729.0,-118084467.0,5269.0,,,,,,0100,261.0,SSR1YY,60375027.004005,13716.0,3101.0,,96201.0,0.0,,,,1.0,,,1950.0,,,92000.0,444000.0,2016.0,352000.0,5822.94,,,60375027004005.0
12524643,,,,1.0,1.0,,6.0,1.0,,,667.0,667.0,,,,,6037.0,,1.0,,,,2.0,33780100.0,-118141000.0,23199.0,1.0,,,,1.0,010E,266.0,LBR4N,60375770.005003,46298.0,3101.0,273567.0,96238.0,0.0,,,,1.0,,,1972.0,,,78448.0,142456.0,2016.0,64008.0,1819.15,,,60375770005003.0
12218152,,,,2.0,4.0,,3.0,2.0,,,1428.0,,,1428.0,,,6037.0,,2.0,,,,,33946325.0,-118248812.0,6131.0,,,,,,0200,246.0,LCR1YY,60375352.003016,12447.0,3101.0,118849.0,95983.0,0.0,,,,2.0,,,1924.0,,,85786.0,214045.0,2016.0,128259.0,3348.11,,,60375352003016.0
12283757,1.0,,,3.0,5.0,,6.0,3.0,,,2104.0,2104.0,,,,,6037.0,,3.0,,,,2.0,33917973.0,-118198037.0,6850.0,,,,,,0100,261.0,LYR1*,60375417.002001,32616.0,3101.0,,96113.0,0.0,,,,1.0,,,1944.0,,,78250.0,102666.0,2016.0,24416.0,1733.13,,,60375417002001.0
14696635,,,,2.5,2.0,,,2.5,,,2467.0,2467.0,,,,,6059.0,,2.0,2.0,0.0,True,,33620625.0,-117846030.0,,,,1.0,,,34,266.0,,60590626.455008,53571.0,1286.0,,96978.0,0.0,,1.0,,,,,1979.0,,,375797.0,1962737.0,2016.0,1586940.0,20331.8,,,60590626455002.0
11433658,,,,1.0,3.0,,4.0,1.0,,,1084.0,1084.0,,,,,6037.0,,1.0,,,,7.0,33881672.0,-118319751.0,6110.0,,,,,,0100,261.0,TORR-LO,60376500.014,54722.0,3101.0,416334.0,96162.0,0.0,,,,1.0,,,1951.0,,,28767.0,74722.0,2016.0,45955.0,1026.9,,,60376500014000.0
11067812,1.0,,,3.0,4.0,,9.0,3.0,,,3194.0,3194.0,,,,,6037.0,,3.0,,,,2.0,34294731.0,-118570763.0,12269.0,1.0,,,,1.0,010D,269.0,LARE11,60371082.021,12447.0,3101.0,275078.0,96356.0,0.0,,,,1.0,,,2000.0,,,523561.0,972888.0,2016.0,449327.0,11800.35,,,60371082021000.0
12041927,,,,1.0,2.0,,5.0,1.0,,,848.0,848.0,,,,,6037.0,,1.0,,,,7.0,34233401.0,-118264680.0,7617.0,,,,,,0100,261.0,GLR1YY,60373004.00601,45457.0,3101.0,273400.0,96330.0,0.0,,,,1.0,,,1924.0,,,22755.0,49444.0,2016.0,26689.0,632.22,,,60373004006010.0
10991850,,,,1.0,3.0,,4.0,1.0,,,1344.0,1344.0,,,,,6037.0,,1.0,,,,7.0,34260954.0,-118345391.0,19998.0,1.0,,,,1.0,0101,261.0,LARA,60371033.002014,12447.0,3101.0,33952.0,96282.0,0.0,,,,1.0,,,1949.0,,,222878.0,371459.0,2016.0,148581.0,4560.73,,,60371033002014.0
10768005,,,,2.0,3.0,,6.0,2.0,,,1313.0,1313.0,,,,,6037.0,,2.0,,,,2.0,34218126.0,-118585827.0,7499.0,1.0,,,,1.0,0101,261.0,LARS,60371341.032003,12447.0,3101.0,27987.0,96341.0,0.0,,,,1.0,,,1955.0,,,49891.0,66847.0,2016.0,16956.0,862.28,,,60371341032003.0
10880711,,,,2.0,3.0,,6.0,2.0,,,1480.0,1480.0,,,,,6037.0,,2.0,,,,2.0,34194725.0,-118399781.0,6134.0,1.0,,,,1.0,0101,261.0,LAR1,60371233.011004,12447.0,3101.0,46795.0,96450.0,0.0,,,,1.0,,,1954.0,,,50222.0,76501.0,2016.0,26279.0,972.77,,,60371233011004.0
13995226,,,,3.5,5.0,,,3.5,,,1780.0,1780.0,,,,,6059.0,,3.0,1.0,360.0,,,33810747.0,-117956658.0,7314.0,,,,,,122,261.0,,60590877.04401,16764.0,1286.0,275496.0,97023.0,6.0,,1.0,,,,,1954.0,1.0,,111316.0,230542.0,2016.0,119226.0,2846.84,,,60590877044010.0
12956262,1.0,,,7.0,6.0,,10.0,7.0,,,5556.0,5556.0,,,,,6037.0,,7.0,,,,2.0,34048666.0,-117892142.0,20326.0,,,,,,0100,261.0,WCR140000&,60374080.051011,14542.0,3101.0,,96524.0,0.0,,,,1.0,,,2015.0,,,660933.0,1660933.0,2016.0,1000000.0,18863.71,,,
11300545,1.0,,,2.0,3.0,,8.0,2.0,,,2566.0,2566.0,,,,,6037.0,,2.0,,,,2.0,34678284.0,-118062167.0,39980.0,1.0,,,,1.0,0101,261.0,LRRR1*,60379005.081007,5534.0,3101.0,,97318.0,0.0,,,,1.0,,,1989.0,,,257975.0,368535.0,2016.0,110560.0,5119.05,,,60379005081007.0
14234582,13.0,,,2.0,4.0,,,2.0,,,1621.0,1621.0,,,,,6059.0,,2.0,2.0,471.0,,,33801593.0,-117825778.0,6240.0,,,,,,122,261.0,,60590758.151006,33252.0,1286.0,,97065.0,8.0,,,,,,,1965.0,2.0,,100559.0,417195.0,2016.0,316636.0,4585.04,,,60590758151006.0
13844059,,,,1.0,3.0,,,1.0,,,1034.0,1034.0,,,,,6059.0,,1.0,1.0,340.0,,,33728555.0,-117881770.0,7240.0,,,,,,122,261.0,,60590747.02101,47568.0,1286.0,276449.0,97007.0,6.0,,,,,,,1950.0,1.0,,35027.0,104746.0,2016.0,69719.0,1513.22,Y,11.0,60590747021010.0
11816510,,,,1.0,2.0,,5.0,1.0,,,878.0,878.0,,,,,6037.0,,1.0,,,,7.0,34081450.0,-118172979.0,7499.0,,,,,,0100,261.0,LARD3,60372015.041001,12447.0,3101.0,114914.0,96013.0,0.0,,,,1.0,,,1910.0,,,31070.0,217554.0,2016.0,186484.0,2776.83,,,60372015041001.0
14208880,,,,3.0,4.0,,,3.0,,,2806.0,2806.0,,,,,6059.0,,3.0,2.0,623.0,,,33862383.0,-117763368.0,22651.0,,,,,,122,261.0,,60590219.211002,16764.0,1286.0,113455.0,97027.0,0.0,,,,,,,2001.0,,,484288.0,776340.0,2016.0,292052.0,8295.22,,,60590219211002.0
12354485,,,,1.0,3.0,,4.0,1.0,,,1086.0,1086.0,,,,,6037.0,,1.0,,,,7.0,33995270.0,-118200839.0,5766.0,,,,,,0100,261.0,MYR3YY,60375333.002001,32753.0,3101.0,,96119.0,0.0,,,,1.0,,,1947.0,,,61757.0,131233.0,2016.0,69476.0,1983.98,,,60375333002001.0
14004669,,,,2.0,3.0,,,2.0,,,1407.0,1407.0,,,,,6059.0,,2.0,2.0,456.0,,,33776450.0,-117986338.0,7400.0,,,,,,122,261.0,,60590881.062011,24832.0,1286.0,,97048.0,5.0,,,,,,,1957.0,1.0,,67249.0,363041.0,2016.0,295792.0,4561.44,,,60590881062011.0
10898933,,,,0.0,0.0,,,,,,,,,,,,6037.0,,,,,,,34165209.0,-118377111.0,,,,,,,100V,260.0,LAC4,60371253.20102,12447.0,3101.0,46795.0,96446.0,0.0,,,,,,,,,,5625.0,417803.0,2016.0,412178.0,5942.86,,,
14281341,,,,5.0,6.0,,,5.0,,,5395.0,5395.0,,,,,6059.0,,5.0,2.0,558.0,,,33643577.0,-117895276.0,9180.0,,,,,,122,261.0,,60590630.091031,53571.0,1286.0,,96978.0,6.0,,,,,,,1959.0,1.0,,380215.0,1548256.0,2016.0,1168041.0,19729.62,,,60590630091031.0
14156792,,,,2.5,4.0,,,2.5,,,3167.0,3167.0,,,,,6059.0,,2.0,2.0,612.0,,,33924293.0,-117836628.0,9704.0,,,,,,1,261.0,,60590218.151026,17150.0,1286.0,,97037.0,0.0,,1.0,,,,,2004.0,,,379038.0,963358.0,2016.0,584320.0,12070.42,,,60590218151026.0
14450861,,,,1.0,2.0,,,1.0,,,1005.0,1005.0,,,,,6059.0,1.0,1.0,1.0,360.0,,7.0,33415055.0,-117603413.0,4418.0,,,,,,122,261.0,,60590421.032011,13693.0,1286.0,,96982.0,5.0,,,,,,,1956.0,1.0,,57093.0,319965.0,2016.0,262872.0,3187.22,,,60590421032011.0
17070942,,,,3.5,3.0,,,3.5,66.0,3966.0,3966.0,3966.0,,,3966.0,,6111.0,2.0,3.0,3.0,841.0,,,34311237.0,-119161279.0,49642.0,,,,,,1110,261.0,,61110012.041101,26965.0,2061.0,,97113.0,11.0,,1.0,,,167.0,1123.0,2008.0,1.0,,1094956.0,2378814.0,2016.0,1283858.0,25448.62,,,61110012041101.0
12777261,,,,2.0,3.0,,4.0,2.0,,,1520.0,1520.0,,,,,6037.0,,2.0,,,,7.0,34008333.0,-118060486.0,6947.0,,,,,,0100,261.0,LCR106,60375004.031044,26483.0,3101.0,,96169.0,0.0,,,,1.0,,,1956.0,,,89557.0,204980.0,2016.0,115423.0,2830.88,,,60375004031044.0
12453401,,,,2.0,3.0,,6.0,2.0,,,1249.0,1249.0,,,,,6037.0,,2.0,,,,7.0,33862450.0,-118192759.0,6063.0,,,,,,0100,261.0,LBR1N,60375703.032001,46298.0,3101.0,276476.0,96239.0,0.0,,,,1.0,,,1947.0,,,108000.0,437000.0,2016.0,329000.0,5232.76,,,60375703032001.0
12760036,,,,1.0,2.0,,4.0,1.0,,,751.0,751.0,,,,,6037.0,,1.0,,,,7.0,33888830.0,-118078291.0,2594.0,,,,,,0100,261.0,NOR1YY,60375526.012003,53636.0,3101.0,,96193.0,0.0,,,,1.0,,,1954.0,,,46810.0,234051.0,2016.0,187241.0,3086.45,,,60375526012003.0
11506111,,,,4.0,3.0,,9.0,4.0,,,2609.0,2609.0,,,,,6037.0,,4.0,,,,2.0,33897885.0,-118414676.0,2700.0,,,,,,0100,261.0,MNRM,60376203.057001,19177.0,3101.0,,96117.0,0.0,,,,1.0,,,1947.0,,,568185.0,1542219.0,2016.0,974034.0,17124.25,,,60376203057001.0
17288652,,,,5.5,5.0,,,5.5,,3153.0,5437.0,5437.0,,,3153.0,,6111.0,4.0,5.0,2.0,710.0,,,34187702.0,-118799884.0,67954.0,1.0,674.0,,,1.0,1110,261.0,,61110074.023,34278.0,2061.0,,96385.0,10.0,,1.0,,,650.0,,1989.0,2.0,,833940.0,2363273.0,2016.0,1529333.0,25593.34,,,61110074023000.0
13088131,,,,3.0,3.0,,8.0,3.0,,,2026.0,2026.0,,,,,6037.0,,3.0,,,,2.0,34018127.0,-117889062.0,5320.0,,,,,,0100,261.0,WCPCD1*,60374081.351,14542.0,3101.0,,96525.0,0.0,,,,1.0,,,1977.0,,,146720.0,176928.0,2016.0,30208.0,2710.86,,,60374081351000.0
14457708,,,,4.5,4.0,,,4.5,,,3930.0,3930.0,,,,,6059.0,,4.0,2.0,526.0,,,33537735.0,-117635017.0,6865.0,,,,,,1,261.0,,60590320.581006,52835.0,1286.0,,96998.0,0.0,,1.0,,,,,2005.0,,,787524.0,892864.0,2016.0,105340.0,14968.74,,,60590320581006.0
13034290,,,,2.0,3.0,,4.0,2.0,,,1143.0,1143.0,,,,,6037.0,,2.0,,,,7.0,34121590.0,-117864870.0,6070.0,,,,,,0100,261.0,GDR1,60374039.011006,11626.0,3101.0,,96485.0,0.0,,,,1.0,,,1955.0,,,106644.0,173249.0,2016.0,66605.0,2221.99,,,60374039011006.0
12810904,,,,2.0,3.0,,8.0,2.0,,,1720.0,1720.0,,,,,6037.0,,2.0,,,,2.0,33994212.0,-117950051.0,9764.0,1.0,,,,1.0,0101,261.0,LCRA10000*,60374086.242003,45602.0,3101.0,,96489.0,0.0,,,,1.0,,,1968.0,,,125020.0,154268.0,2016.0,29248.0,2104.15,,,60374086242003.0
10849080,1.0,,,2.0,2.0,,8.0,2.0,,,1095.0,1095.0,,,,,6037.0,,2.0,,,,2.0,34165400.0,-118465000.0,82388.0,1.0,,,,1.0,010C,266.0,LARD1.5,60371288.012007,12447.0,3101.0,27080.0,96412.0,0.0,,,,1.0,,,1979.0,,,163585.0,233003.0,2016.0,69418.0,2888.64,,,60371288012007.0
13863156,,,,3.5,3.0,,,3.5,,,2392.0,2392.0,,,,,6059.0,,3.0,1.0,380.0,,,33660655.0,-118003488.0,2938.0,,,,,,122,261.0,,60590993.112016,25218.0,1286.0,,96966.0,7.0,,1.0,,,,,1985.0,3.0,,184147.0,901884.0,2016.0,717737.0,10083.56,,,60590993112016.0
17221902,,,,3.0,4.0,,,3.0,,1224.0,2288.0,2288.0,,,1224.0,,6111.0,1.0,3.0,2.0,657.0,,,34245367.0,-118822823.0,8305.0,,,,,,1111,261.0,,61110075.142008,27110.0,2061.0,,97118.0,8.0,,,,,,,1987.0,2.0,,221832.0,634531.0,2016.0,412699.0,7186.04,,,61110075142008.0
11620298,1.0,,,3.0,3.0,,11.0,3.0,,,2524.0,2524.0,,,,,6037.0,,3.0,,,,2.0,34061500.0,-118433000.0,46056.0,1.0,,,,1.0,010C,266.0,LAR5,60372656.021002,12447.0,3101.0,118920.0,96005.0,0.0,,,,1.0,,,1991.0,,,402831.0,1575517.0,2016.0,1172686.0,18925.17,,,60372656021002.0
11465723,,,,1.0,1.0,,8.0,1.0,,,713.0,713.0,,,,,6037.0,,1.0,,,,2.0,33955400.0,-118438000.0,19379.0,,,,,,010E,266.0,LAR3,60372766.032,12447.0,3101.0,276514.0,96129.0,0.0,,,,1.0,,,1971.0,,,93204.0,228850.0,2016.0,135646.0,2799.19,,,60372766032000.0
13033351,,,,1.0,2.0,,4.0,1.0,,,996.0,996.0,,,,,6037.0,,1.0,,,,7.0,34135452.0,-117868033.0,7138.0,,,,,,0100,261.0,GDR3,60374011.021007,11626.0,3101.0,,96486.0,0.0,,,,1.0,,,1925.0,,,74022.0,222470.0,2016.0,148448.0,2752.73,,,60374011021007.0
17282136,,,,1.5,3.0,,,1.5,,956.0,956.0,956.0,,,956.0,,6111.0,,1.0,1.0,360.0,,,34191825.0,-118863894.0,11196.0,,,,,,1111,261.0,,61110068.002006,34278.0,2061.0,,96383.0,5.0,,1.0,,,360.0,,1962.0,1.0,,156348.0,446709.0,2016.0,290361.0,4785.56,,,61110068002006.0
14604843,,,,2.5,2.0,,,2.5,,,1046.0,1046.0,,,,,6059.0,,2.0,2.0,0.0,,,33858395.0,-117728412.0,,,,,,,34,266.0,,60590219.232,16764.0,1286.0,113455.0,97027.0,0.0,,1.0,,,,,1998.0,,,124702.0,394320.0,2016.0,269618.0,4415.48,,,60590219232005.0
17243404,,,,2.0,3.0,,,2.0,,706.0,1480.0,1480.0,,,706.0,,6111.0,1.0,2.0,2.0,0.0,,,34269154.0,-118787384.0,,,,,,,1129,266.0,,61110077.003006,27110.0,2061.0,,97118.0,6.0,,,,,,,1999.0,2.0,,153734.0,256218.0,2016.0,102484.0,3179.38,,,61110077003006.0
12945559,,,,2.0,3.0,,6.0,2.0,,,1962.0,1962.0,,,,,6037.0,,2.0,,,,2.0,34053578.0,-117940043.0,8779.0,1.0,,,,1.0,0101,261.0,WCR1*,60374067.013004,14542.0,3101.0,,96523.0,0.0,,,,1.0,,,1956.0,,,54858.0,72229.0,2016.0,17371.0,1116.46,,,60374067013004.0
14175848,,,,0.0,0.0,,,,,,,,,,,,6059.0,,,,,,,33906400.0,-117879000.0,5086.0,,,,,,73,263.0,,60590117.071043,24812.0,1286.0,,97043.0,0.0,,,,,,,,,,56231.0,77727.0,2016.0,21496.0,1115.2,,,60590117071027.0
12172164,,,,2.0,4.0,,4.0,2.0,,,2005.0,2005.0,,,,,6037.0,,2.0,,,,7.0,34173009.0,-118121809.0,10431.0,,,,,,0100,261.0,PSR6,60374614.001006,47019.0,3101.0,273539.0,96292.0,0.0,,,,1.0,,,1924.0,,,74900.0,374400.0,2016.0,299500.0,4582.79,,,60374614001006.0
10901424,,,,2.0,2.0,,6.0,2.0,,,1464.0,1464.0,,,,,6037.0,,2.0,,,,2.0,34158695.0,-118394119.0,6673.0,1.0,,,,1.0,0101,261.0,LAR1,60371251.004008,12447.0,3101.0,268551.0,96452.0,0.0,,,,1.0,,,1950.0,,,174463.0,597430.0,2016.0,422967.0,7268.91,,,60371251004008.0
14496302,,,,2.0,2.0,,,2.0,,,1214.0,1214.0,,,,,6059.0,1.0,2.0,2.0,473.0,,,33654418.0,-117577419.0,4500.0,,,,,,122,261.0,,60590320.502002,15554.0,1286.0,,96993.0,0.0,,,,,,,1987.0,,,112590.0,518285.0,2016.0,405695.0,7113.38,,,60590320502002.0
12706600,,,,2.0,3.0,,8.0,2.0,,,1722.0,1722.0,,,,,6037.0,,2.0,,,,2.0,33786731.0,-118369753.0,7783.0,,,,,,0100,261.0,RERA10000*,60376702.021038,33727.0,3101.0,,96121.0,0.0,,,,1.0,,,1956.0,,,96184.0,480970.0,2016.0,384786.0,5852.58,,,60376702021038.0
14701808,,,,2.5,2.0,,,2.5,,,1283.0,1283.0,,,,,6059.0,,2.0,2.0,0.0,,,33792133.0,-117910220.0,,,,,,,34,266.0,,60590884.031018,16764.0,1286.0,417224.0,97021.0,0.0,,1.0,,,,,1994.0,,,153400.0,210277.0,2016.0,56877.0,2571.84,,,60590884031016.0
11081512,1.0,,,3.0,3.0,,8.0,3.0,,,1305.0,1305.0,,,,,6037.0,,3.0,,,,2.0,34251900.0,-118537000.0,465072.0,1.0,,,,1.0,010C,266.0,LARD3,60371112.051005,12447.0,3101.0,33183.0,96354.0,0.0,,,,1.0,,,1972.0,,,129127.0,201595.0,2016.0,72468.0,2540.99,,,60371112051005.0
11759435,1.0,,,2.0,2.0,,7.0,2.0,,,1110.0,1110.0,,,,,6037.0,,2.0,,,,2.0,34055300.0,-118293000.0,32021.0,,,,,,010C,266.0,LAR4,60372123.061002,12447.0,3101.0,268236.0,95987.0,0.0,,,,1.0,,,2007.0,,,152656.0,343474.0,2016.0,190818.0,4107.55,,,60372123061002.0
13868491,1.0,,,2.5,4.0,,,2.5,,,2308.0,2308.0,,,,,6059.0,2.0,2.0,2.0,504.0,,6.0,33883852.0,-117911909.0,11000.0,1.0,,,,1.0,122,261.0,,60590114.012012,24812.0,1286.0,,97039.0,7.0,,1.0,,,,,1960.0,1.0,,167571.0,879000.0,2016.0,711429.0,9792.36,,,60590114012012.0
14054470,,,,2.0,3.0,,,2.0,,,1372.0,1372.0,,,,,6059.0,,2.0,2.0,462.0,,,33682300.0,-117958140.0,7070.0,,,,,,122,261.0,,60590992.143014,25218.0,1286.0,,96964.0,6.0,,,,,,,1964.0,1.0,,80986.0,180224.0,2016.0,99238.0,2283.28,,,60590992143014.0
11482015,,,,4.0,4.0,,6.0,4.0,,,2826.0,2826.0,,,,,6037.0,,4.0,,,,7.0,33912306.0,-118361548.0,5283.0,,,,,,0100,261.0,LCR1YY,60376023.011013,42150.0,3101.0,,96107.0,0.0,,,,1.0,,,1947.0,,,228561.0,385867.0,2016.0,157306.0,5183.52,,,60376023011013.0
12317020,,,,2.0,3.0,,4.0,2.0,,,1906.0,1906.0,,,,,6037.0,,2.0,,,,7.0,33966829.0,-118181942.0,20799.0,1.0,,,,1.0,0104,261.0,CUR3*,60375344.051005,31134.0,3101.0,,96083.0,0.0,,,,1.0,,,1948.0,,,135709.0,221459.0,2016.0,85750.0,3276.18,,,60375344051005.0
11048490,,,,2.0,4.0,,6.0,2.0,,,1599.0,1599.0,,,,,6037.0,,2.0,,,,2.0,34250660.0,-118458640.0,15924.0,,,,,,0100,261.0,LARS,60371096.031,12447.0,3101.0,116646.0,96371.0,0.0,,,,1.0,,,1953.0,,,155504.0,351315.0,2016.0,195811.0,4326.48,,,60371096031000.0
13918878,,,,1.0,2.0,,,1.0,,,905.0,905.0,,,,,6059.0,,1.0,1.0,360.0,,,33811990.0,-118008968.0,7425.0,,,,,,122,261.0,,60590878.011009,16764.0,1286.0,118872.0,97023.0,4.0,,,,,,,1948.0,1.0,,39806.0,255635.0,2016.0,215829.0,3244.14,,,60590878011009.0
11095533,,,,2.0,3.0,,6.0,2.0,,,1261.0,1261.0,,,,,6037.0,,2.0,,,,7.0,34223151.0,-118595537.0,19475.0,,,,,,0100,261.0,LARA,60371132.342007,12447.0,3101.0,30731.0,96339.0,0.0,,,,1.0,,,1953.0,,,99808.0,167242.0,2016.0,67434.0,2206.0,,,60371132342007.0
14301328,,,,2.0,3.0,,,2.0,,,2005.0,2005.0,,,,,6059.0,,2.0,2.0,430.0,,,33702368.0,-117787378.0,5623.0,,,,,,122,261.0,,60590525.262019,52650.0,1286.0,273611.0,96941.0,8.0,,,,,,,1971.0,2.0,,70772.0,95558.0,2016.0,24786.0,1068.82,,,60590525262019.0
12600633,,,,1.0,1.0,,8.0,1.0,,,856.0,856.0,,,,,6037.0,,1.0,,,,2.0,33828100.0,-118326000.0,,,,,,,010C,266.0,TOPR-MD,60376509.023008,54722.0,3101.0,274895.0,96159.0,0.0,,,,1.0,,,2007.0,,,139133.0,294404.0,2016.0,155271.0,3397.71,,,60376509023008.0
